sport,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,response_body_len,sjit,djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
34327,80,tcp,FIN,0.560757,836,1496,62,252,2,2,-,10742.62109,19216.88086,10,10,255,255,2339642418,3366275525,84,150,0,0,3910.293778,102.149711,1421932283,1421932284,62.306333,51.008668,0.11486,0.062639,0.052221,0,1,0.0,0.0,0,1,1,1,1,1,1,1,1
47439,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931596,1421931596,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,7,7,4,4,4,4,4,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253374,1424253374,0.009,0.0,0.0,0.0,0.0,0,2,,, ,40,40,16,16,16,9,40,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260559,1424260559,0.009,0.0,0.0,0.0,0.0,0,2,,, ,33,33,33,33,33,16,33,1
28484,143,tcp,FIN,0.793846,7820,15314,31,29,30,32,-,78161.25781,153107.7813,122,126,255,255,3470616869,3475805121,64,122,0,0,443.464533,438.026617,1424256157,1424256158,6.61255,6.34688,0.000608,0.000482,0.000126,0,0,,, ,1,5,1,7,1,1,1,0
47439,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259262,1424259262,0.003,0.0,0.0,0.0,0.0,0,2,,, ,33,33,33,34,33,16,33,1
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254760,1424254760,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,12,15,12,12,12,1
61032,59068,tcp,FIN,0.066986,4862,79882,31,29,7,36,-,573851.25,9429313.0,84,86,255,255,2405588094,2408886339,58,929,0,0,46.530555,50.138906,1421936187,1421936188,0.803241,0.781459,0.000694,0.000558,0.000136,0,0,0.0,0.0,0,3,4,4,4,1,1,2,0
2805,445,tcp,FIN,2.165821,17942,908,254,252,8,2,-,63514.01953,3076.893066,24,12,255,255,2724897201,2893268679,748,76,0,0,6969.529964,330.805906,1424255913,1424255915,94.160175,189.360094,0.191726,0.082851,0.108875,0,1,,, ,4,2,1,1,1,1,2,1
49352,143,tcp,FIN,0.845037,1184,54564,62,252,6,26,-,10707.22363,507338.75,22,56,255,255,173667027,2179770006,54,974,0,0,1894.072985,1148.622416,1424257177,1424257178,40.239856,15.043909,0.061599,0.016564,0.045035,0,1,,, ,1,1,1,1,1,1,1,1
0,0,narp,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251612,1424251612,0.01,0.0,0.0,0.0,0.0,0,2,,, ,6,6,1,2,1,1,6,1
39342,80,tcp,FIN,14.505808,17642,1087900,31,29,2,370,http,9700.390625,599176.25,330,746,255,255,2803572590,659226317,53,1458,1,524288,2182.296661,1403.923236,1424250784,1424250798,44.089604,19.470208,0.000634,0.000498,0.000136,0,0,1.0,, ,1,2,1,1,1,1,1,0
47439,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260384,1424260384,0.007,0.0,0.0,0.0,0.0,0,0,,, ,37,37,37,37,37,19,37,0
0,0,larp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930703,1421930703,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,15,12,4,7,4,4,4,1
4952,53,udp,CON,0.000996,146,178,31,29,0,0,dns,586345.375,714859.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424256939,1424256939,0.009,0.002,0.0,0.0,0.0,0,0,,, ,4,5,5,3,3,1,4,0
41186,38928,tcp,FIN,0.015942,2558,23320,31,29,7,14,-,1252038.625,11423912.0,40,42,255,255,3851167214,1715632577,64,555,0,0,0.0,26.548667,1424254637,1424254637,0.411105,0.3851,0.000675,0.000535,0.00014,0,0,,, ,4,3,1,4,1,1,1,0
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261031,1424261031,0.008,0.0,0.0,0.0,0.0,0,2,,, ,20,20,18,17,17,17,20,1
64338,37786,tcp,FIN,0.039786,3598,49642,31,29,7,24,-,711607.125,9820942.0,60,62,255,255,437207367,2588952826,60,801,0,0,0.0,39.824073,1421943017,1421943017,0.680397,0.643426,0.000648,0.000533,0.000115,0,0,0.0,0.0,0,7,3,2,3,1,1,1,0
47439,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259804,1424259804,0.002,0.0,0.0,0.0,0.0,0,2,,, ,15,15,15,16,15,15,15,1
31998,53,udp,CON,0.001086,146,178,31,29,0,0,dns,537753.25,655616.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942096,1421942096,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,2,3,4,1,1,1,1,0
52398,31751,tcp,FIN,0.009992,2334,16290,31,29,7,12,-,1817454.0,12699760.0,36,38,255,255,4185158539,2035886244,65,429,0,0,17.256557,15.965702,1421935550,1421935550,0.275543,0.25373,0.000752,0.000593,0.000159,0,0,0.0,0.0,0,11,4,3,2,1,1,1,0
25674,25,tcp,FIN,1.372259,59124,2034,62,252,28,8,smtp,339125.4688,11403.09473,62,26,255,255,662578803,1348902479,954,78,0,0,1858.379089,65.886867,1421931949,1421931951,22.496049,51.399238,0.121361,0.086681,0.03468,0,1,0.0,0.0,0,1,1,1,1,1,1,1,1
41087,80,tcp,FIN,1.004676,1580,10168,31,29,3,5,http,11538.04785,76474.40625,12,18,255,255,1712760389,1713776307,132,565,1,3924,9528.995297,7674.666449,1424250693,1424250694,91.302366,59.069,0.000633,0.000499,0.000134,0,0,1.0,, ,1,3,9,5,1,1,1,0
22658,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932661,1421932661,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,2,1,1,2,1,1,1,1
7135,43056,tcp,FIN,0.024184,2646,24570,31,29,7,15,-,854449.25,7943103.0,42,44,255,255,1513362852,3675079113,63,558,0,0,0.0,38.558623,1421937253,1421937253,0.582195,0.550953,0.000641,0.000489,0.000152,0,0,0.0,0.0,0,5,6,1,3,1,1,1,0
0,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258855,1424258855,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,3,2,2,6,1
57095,28307,udp,CON,0.001541,552,304,31,29,0,0,-,2149253.75,1183647.0,4,4,0,0,0,0,138,76,0,0,0.556257,0.254324,1424256907,1424256907,0.396333,0.183333,0.0,0.0,0.0,0,0,,, ,11,4,3,4,1,1,3,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254235,1424254235,0.009,0.0,0.0,0.0,0.0,0,2,,, ,15,15,16,15,15,15,15,1
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260307,1424260307,0.008,0.0,0.0,0.0,0.0,0,2,,, ,22,22,17,17,17,17,22,1
47439,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251998,1424251998,0.01,0.0,0.0,0.0,0.0,0,2,,, ,37,37,25,26,25,12,37,1
10191,22,tcp,FIN,0.008588,3728,5474,31,29,7,7,ssh,3364694.75,4886818.5,32,24,255,255,380902234,381505030,117,228,0,0,20.372786,0.442724,1424253020,1424253021,0.296138,0.316391,0.001365,0.001189,0.000176,0,0,,, ,1,1,3,1,1,1,1,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261029,1424261029,0.009,0.0,0.0,0.0,0.0,0,2,,, ,24,24,14,14,13,13,24,1
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254821,1424254821,0.009,0.0,0.0,0.0,0.0,0,2,,, ,25,25,14,14,14,14,25,1
9386,80,tcp,FIN,1.00482,1580,10168,31,29,3,5,http,11536.39453,76463.44531,12,18,255,255,2285280846,2282062620,132,565,1,3924,9529.311328,7675.609324,1424250239,1424250240,91.315912,59.07518,0.000643,0.000539,0.000104,0,0,1.0,, ,1,3,4,2,1,1,1,0
2112,32857,tcp,FIN,0.046893,2542,21450,31,29,7,14,-,422920.25,3572388.25,40,42,255,255,4128965180,4234868333,64,511,0,0,71.361595,69.855777,1424260722,1424260722,1.194539,1.130439,0.000693,0.000542,0.000151,0,0,,, ,5,3,2,7,1,1,1,0
19009,21,tcp,FIN,0.033679,2934,3738,31,29,11,15,ftp,683630.75,871522.3125,52,54,255,255,369345315,370369779,56,69,0,0,54.372079,1.442535,1421945125,1421945125,0.654098,0.625226,0.000689,0.000535,0.000154,0,0,0.0,1.0,6,6,6,17,20,6,6,17,0
18762,36136,tcp,FIN,0.052188,2766,24004,31,29,7,16,-,414501.4063,3599754.5,44,46,255,255,2160837400,2174140267,63,522,0,0,71.354404,69.764382,1421935518,1421935518,1.20614,1.148133,0.000649,0.000518,0.000131,0,0,0.0,0.0,0,4,7,2,2,1,1,1,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253499,1424253499,0.009,0.0,0.0,0.0,0.0,0,2,,, ,25,25,16,17,16,16,25,1
64895,80,tcp,FIN,1.530977,1684,10168,31,29,3,5,-,8172.559082,50184.94531,14,18,255,255,123947852,152436993,120,565,2,192,9902.280208,8668.208658,1421945586,1421945588,117.714079,90.031765,0.000554,0.000434,0.00012,0,0,6.0,0.0,0,20,23,19,22,8,7,7,0
23270,53,udp,CON,0.00108,130,162,31,29,0,0,dns,481481.5,600000.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424259072,1424259072,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,3,3,5,1,1,1,0
12557,60335,tcp,FIN,0.048086,8928,320,31,29,4,1,ftp-data,1379362.0,44420.41406,14,6,255,255,380021672,693163675,638,53,0,0,403.086726,18.811512,1424251185,1424251185,3.698923,9.498,0.000595,0.000474,0.000121,0,0,,, ,5,2,3,5,1,1,3,0
44370,52859,tcp,FIN,0.046917,3926,57202,31,29,7,27,-,659377.1875,9610333.0,66,68,255,255,2847279976,697980762,59,841,0,0,39.598974,40.193844,1424261622,1424261622,0.716908,0.702742,0.000657,0.000528,0.000129,0,0,,, ,4,6,4,4,1,1,3,0
8174,6341,udp,CON,0.001708,544,304,31,29,0,0,-,1911007.125,1067915.75,4,4,0,0,0,0,136,76,0,0,0.62084,0.289681,1424259837,1424259837,0.442,0.210333,0.0,0.0,0.0,0,0,,, ,7,5,4,4,1,1,3,0
45576,9054,tcp,FIN,0.017066,2334,16734,31,29,7,12,-,1064104.125,7638111.0,36,38,255,255,1311117471,1311434680,65,440,0,0,29.893769,27.763384,1421940592,1421940592,0.478143,0.456333,0.000784,0.000627,0.000157,0,0,0.0,0.0,0,6,4,4,2,1,1,2,0
55131,25,tcp,FIN,0.046735,37220,3380,31,29,18,8,smtp,6248850.0,564887.125,52,42,255,255,921462103,3067875146,716,80,0,0,56.313606,2.80723,1421945043,1421945044,0.908392,1.12839,0.0006,0.000467,0.000133,0,0,0.0,0.0,0,2,1,16,14,11,6,6,0
34885,25,tcp,FIN,0.221861,37590,3380,31,29,18,8,smtp,1329408.875,118993.4219,52,42,255,255,3079777808,3085055785,723,80,0,0,510.299385,17.196369,1421941307,1421941307,4.342765,5.399415,0.000605,0.00048,0.000125,0,0,0.0,0.0,0,2,2,4,1,1,1,1,0
11683,80,tcp,FIN,1.004754,1580,10168,31,29,3,5,http,11537.15332,76468.47656,12,18,255,255,331458429,2481956664,132,565,1,3924,9530.12059,7675.962151,1424252594,1424252595,91.310817,59.075238,0.000598,0.00047,0.000128,0,0,1.0,, ,1,2,10,3,1,1,3,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252228,1424252228,0.009,0.0,0.0,0.0,0.0,0,2,,, ,34,34,19,18,18,18,34,1
42936,80,tcp,FIN,0.319256,2620,3906,254,252,3,3,http,60189.94141,88104.84375,12,10,255,255,1418532684,2783032073,218,391,1,1225,1404.227307,1832.246714,1424260490,1424260491,26.667727,29.837,0.110131,0.05072,0.059411,0,1,1.0,, ,2,1,1,1,1,1,1,1
49619,25885,tcp,FIN,0.229322,424,8824,31,29,1,4,ftp-data,12942.5,282188.375,8,12,255,255,677808319,3133008893,53,735,0,0,2167.255962,1703.661078,1421936035,1421936035,32.706856,20.807637,0.000533,0.000437,9.6e-05,0,0,0.0,0.0,0,3,3,4,7,1,1,4,0
29507,6881,tcp,FIN,0.018791,1540,1644,31,29,4,4,-,614762.375,661167.625,16,18,255,255,1565519352,3716613865,96,91,0,0,73.013389,2.037076,1421935535,1421935535,1.231467,1.044294,0.001155,0.001023,0.000132,0,0,0.0,0.0,0,4,12,11,6,4,1,4,0
47439,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260736,1424260736,0.001,0.0,0.0,0.0,0.0,0,0,,, ,34,34,19,19,19,19,34,0
56030,80,tcp,FIN,1.513536,1684,10168,31,29,3,5,-,8266.734375,50763.24609,14,18,255,255,117727466,188016445,120,565,0,0,9152.186883,8011.827055,1421932733,1421932735,116.397849,89.003941,0.0006,0.000465,0.000135,0,0,0.0,0.0,0,15,12,1,2,1,1,1,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259211,1424259211,0.009,0.0,0.0,0.0,0.0,0,2,,, ,21,21,14,14,14,7,21,1
1043,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261650,1424261650,0.005,0.0,0.0,0.0,0.0,0,2,,, ,31,31,16,16,15,15,31,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259713,1424259713,0.009,0.0,0.0,0.0,0.0,0,2,,, ,24,24,16,16,16,16,24,1
19579,23937,tcp,FIN,0.02,2334,16426,31,29,7,11,-,908000.0,6397600.0,36,38,255,255,1216626555,3366488768,65,432,0,0,45.469537,43.761399,1421946175,1421946175,0.562571,0.525378,0.000688,0.000555,0.000133,0,0,0.0,0.0,0,2,2,3,3,1,1,1,0
47439,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254613,1424254613,0.002,0.0,0.0,0.0,0.0,0,0,,, ,32,32,32,32,32,14,32,0
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259623,1424259623,0.008,0.0,0.0,0.0,0.0,0,2,,, ,17,17,17,18,17,17,17,1
62880,80,tcp,FIN,0.624932,1256,268,254,252,2,1,http,14478.375,2867.511963,10,6,255,255,1029555921,1828528656,126,45,1,0,3690.112824,167.153562,1424260024,1424260024,65.060556,103.986602,0.146519,0.104996,0.041523,0,1,1.0,, ,2,2,2,1,1,1,2,1
54534,143,tcp,FIN,1.28779,7798,16634,31,29,30,32,-,48051.31641,102513.6172,122,126,255,255,1421599290,1422649096,64,132,0,0,746.86982,733.978097,1421936866,1421936867,10.639909,10.298616,0.000592,0.000459,0.000133,0,0,0.0,0.0,0,3,16,6,1,1,1,1,0
52365,53,udp,CON,0.00103,146,178,31,29,0,0,dns,566990.25,691262.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251691,1424251691,0.01,0.008,0.0,0.0,0.0,0,0,,, ,2,2,1,3,1,1,2,0
43992,6881,tcp,FIN,0.019343,1540,1644,31,29,4,4,-,597218.625,642299.5625,16,18,255,255,1806307973,3955606019,96,91,0,0,78.340651,2.466875,1424254752,1424254752,1.269,1.110765,0.000598,0.000457,0.000141,0,0,,, ,3,10,4,6,3,1,4,0
29940,55584,udp,CON,0.00175,536,304,31,29,0,0,-,1837714.25,1042285.688,4,4,0,0,0,0,134,76,0,0,0.640874,0.292512,1421952992,1421952992,0.458667,0.212333,0.0,0.0,0.0,0,0,0.0,0.0,0,6,5,4,5,1,1,3,0
0,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258908,1424258908,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,5,2,2,5,1
1043,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259070,1424259070,0.006,0.0,0.0,0.0,0.0,0,0,,, ,52,52,52,52,52,25,52,0
9205,179,tcp,FIN,1.969262,534,354,254,252,2,1,-,1954.031494,1259.35498,10,8,255,255,1245097454,3309863541,53,44,0,0,13043.43452,398.887094,1424259163,1424259165,212.575778,265.137563,0.193796,0.113296,0.0805,0,1,,, ,1,2,1,1,1,1,1,1
36039,7471,tcp,FIN,0.038285,4862,80366,31,29,7,36,-,1004048.625,16598042.0,84,86,255,255,3739658279,1590401797,58,934,0,0,24.006674,23.534671,1424259408,1424259408,0.457205,0.448155,0.000773,0.000631,0.000142,0,0,,, ,9,11,5,5,1,1,5,0
60113,5190,tcp,FIN,0.004086,1064,2260,31,29,4,4,-,1910915.375,4056779.25,12,12,255,255,702466323,702798463,89,188,0,0,17.026955,0.379406,1421952924,1421952924,0.339909,0.313364,0.000762,0.000629,0.000133,0,0,0.0,0.0,0,10,4,4,5,1,1,2,0
50497,6881,tcp,FIN,1.781573,2198,24826,31,29,5,12,-,9519.676758,108385.1172,28,36,255,255,21984234,27701706,79,690,0,0,10596.64797,9308.996399,1421942966,1421942968,65.970595,50.888628,0.000589,0.000467,0.000122,0,0,0.0,0.0,0,2,10,1,2,1,1,1,0
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253872,1424253872,0.008,0.0,0.0,0.0,0.0,0,2,,, ,29,29,16,16,16,16,29,1
14349,26310,tcp,FIN,0.007486,424,8824,31,29,1,4,ftp-data,396473.4063,8644403.0,8,12,255,255,295711468,302811668,53,735,0,0,71.745991,38.099569,1421954180,1421954180,1.022,0.636545,0.000636,0.00048,0.000156,0,0,0.0,0.0,0,3,3,4,6,1,1,4,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255239,1424255239,0.009,0.0,0.0,0.0,0.0,0,2,,, ,32,32,5,5,5,5,32,1
10264,143,tcp,FIN,0.242591,7814,15098,31,29,30,32,-,255574.2031,493967.2188,122,126,255,255,1721475510,1723233504,64,120,0,0,168.730119,4.935277,1421939028,1421939028,2.002033,1.936952,0.000605,0.000468,0.000137,0,0,0.0,0.0,0,5,5,2,2,1,1,1,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252906,1424252906,0.009,0.0,0.0,0.0,0.0,0,2,,, ,31,31,19,19,19,10,31,1
62969,54892,tcp,FIN,0.004601,424,8824,31,29,1,4,ftp-data,645077.1875,14064769.0,8,12,255,255,189449361,2346746470,53,735,0,0,35.674261,20.452436,1421946789,1421946789,0.583143,0.369273,0.000667,0.000536,0.000131,0,0,0.0,0.0,0,3,3,7,8,1,1,6,0
56522,26580,tcp,FIN,0.010872,2438,20576,31,29,7,13,-,1746872.75,14762325.0,38,40,255,255,2594990775,2608573430,64,514,0,0,0.0,16.262246,1421952473,1421952473,0.284622,0.263538,0.000724,0.000591,0.000133,0,0,0.0,0.0,0,8,4,4,5,1,1,2,0
1043,53,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254451,1424254451,0.006,0.0,0.0,0.0,0.0,0,2,,, ,29,29,16,17,16,16,29,1
47439,53,udp,INT,3.3e-05,114,0,254,0,0,0,dns,13818182.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260108,1424260108,0.033,0.0,0.0,0.0,0.0,0,2,,, ,31,31,17,17,16,16,32,1
1043,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260538,1424260538,0.002,0.0,0.0,0.0,0.0,0,2,,, ,33,33,33,33,33,17,33,1
1043,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261825,1424261825,0.005,0.0,0.0,0.0,0.0,0,2,,, ,5,5,5,5,5,5,5,1
60812,5190,tcp,FIN,0.127,3848,19084,31,29,11,15,-,237606.2969,1179023.625,50,52,255,255,3424343069,3428860013,77,367,0,0,240.840762,235.883331,1421929722,1421929722,2.584633,2.478,0.000744,0.000611,0.000133,0,0,0.0,0.0,0,15,9,2,4,1,1,1,0
0,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258865,1424258865,0.009,0.0,0.0,0.0,0.0,0,2,,, ,4,4,2,5,2,2,4,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259228,1424259228,0.009,0.0,0.0,0.0,0.0,0,2,,, ,44,44,33,34,33,16,44,1
52217,25,tcp,FIN,0.47577,37296,3380,31,29,18,8,smtp,615070.3125,55488.99609,52,42,255,255,1566077394,3712494596,717,80,0,0,781.207194,25.329496,1424255249,1424255249,9.322215,11.591391,0.000643,0.00052,0.000123,0,0,,, ,1,1,4,4,1,1,2,0
62378,22,tcp,FIN,13.787157,26248,49578,31,29,78,103,ssh,15185.14648,28686.40625,334,354,255,255,3395473979,1246154649,79,140,0,0,2861.513756,2777.761161,1424250284,1424250298,41.778357,39.390228,0.000727,0.000571,0.000156,0,0,,, ,1,1,3,4,1,1,2,0
34843,41142,tcp,FIN,0.013776,2646,25564,31,29,7,15,-,1500000.0,14508130.0,42,44,255,255,12725788,2165608150,63,581,0,0,0.0,18.298365,1424250135,1424250135,0.328805,0.314976,0.000686,0.000545,0.000141,0,0,,, ,5,6,3,5,1,1,2,0
47439,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933793,1421933793,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,11,11,4,4,4,4,4,1
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252803,1424252803,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,10,9,9,9,9,1
3933,520,udp,INT,1e-05,1064,0,254,0,0,0,-,425600000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424254471,1424254471,0.01,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,20,1,1,1,1
35423,53,udp,CON,0.001153,146,178,31,29,0,0,dns,506504.75,617519.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945891,1421945891,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,4,3,4,7,1,1,1,0
11181,5190,tcp,FIN,0.181374,1920,4312,31,29,6,6,-,80849.51563,182297.3594,22,24,255,255,1011162668,1011472572,87,180,0,0,509.187957,486.392327,1421953734,1421953734,8.619476,7.836043,0.001306,0.001134,0.000172,0,0,0.0,0.0,0,5,4,3,2,1,1,1,0
1043,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253764,1424253764,0.005,0.0,0.0,0.0,0.0,0,2,,, ,23,23,5,5,5,5,23,1
47439,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260921,1424260921,0.005,0.0,0.0,0.0,0.0,0,2,,, ,17,17,16,16,16,16,17,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424258834,1424258834,0.009,0.0,0.0,0.0,0.0,0,2,,, ,16,16,16,16,16,16,16,1
22902,64981,tcp,FIN,0.014,2646,25310,31,29,7,15,-,1476000.0,14134285.0,42,44,255,255,3787672643,1642593474,63,575,0,0,19.060748,17.890516,1421947962,1421947962,0.332927,0.31107,0.000791,0.000614,0.000177,0,0,0.0,0.0,0,6,8,2,2,1,1,1,0
0,0,ospf,INT,15.602136,900,0,254,0,0,0,-,438.40152,0.0,20,0,0,0,0,0,45,0,0,0,987.040687,0.0,1424261582,1424261598,821.165062,0.0,0.0,0.0,0.0,0,2,,, ,2,2,3,3,2,2,3,1
51736,53,udp,CON,0.002397,146,178,31,29,0,0,dns,243637.875,297037.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421952382,1421952382,0.007,0.004,0.0,0.0,0.0,0,0,0.0,0.0,0,3,4,5,3,1,1,3,0
53947,80,tcp,FIN,1.405616,19306,1087890,31,29,2,370,http,109577.5781,6183378.5,362,746,255,255,4057790410,1913441419,53,1458,1,524288,206.18328,125.562877,1424261559,1424261561,3.892753,1.88607,0.000614,0.000491,0.000123,0,0,1.0,, ,3,3,3,4,1,1,2,0
53131,53,udp,CON,0.001027,130,162,31,29,0,0,dns,506329.0938,630963.9375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421931132,1421931132,0.011,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,4,1,1,1,1,1,1,0
64458,520,udp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424256873,1424256873,0.002,0.0,0.0,0.0,0.0,0,2,,, ,5,4,2,2,2,2,4,0
39550,53,udp,CON,0.00102,130,162,31,29,0,0,dns,509803.9375,635294.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424250782,1424250782,0.003,0.007,0.0,0.0,0.0,0,0,,, ,5,1,2,6,3,1,1,0
